dateTime,open,high,low,close,volume
2023-01-01 01:50:00,16546.76000000,16547.90000000,16539.74000000,16545.91000000,323.84182000
2023-01-01 01:55:00,16545.91000000,16556.80000000,16544.92000000,16551.47000000,478.39283000
2023-01-01 02:00:00,16551.47000000,16551.53000000,16540.03000000,16541.43000000,364.03712000
2023-01-01 02:05:00,16541.86000000,16543.77000000,16540.02000000,16542.94000000,144.65810000
2023-01-01 02:10:00,16542.67000000,16551.59000000,16539.57000000,16549.03000000,394.40131000
2023-01-01 02:15:00,16549.02000000,16554.56000000,16547.80000000,16552.72000000,266.34461000
2023-01-01 02:20:00,16552.72000000,16553.75000000,16546.48000000,16548.18000000,324.69582000
2023-01-01 02:25:00,16547.96000000,16555.00000000,16546.82000000,16552.89000000,213.37761000
2023-01-01 02:30:00,16552.89000000,16559.61000000,16551.35000000,16558.65000000,308.75424000
2023-01-01 02:35:00,16558.49000000,16559.77000000,16548.20000000,16548.99000000,258.92701000
2023-01-01 02:40:00,16549.50000000,16550.37000000,16538.38000000,16538.77000000,311.94753000
2023-01-01 02:45:00,16538.77000000,16547.01000000,16538.14000000,16546.22000000,244.76672000
2023-01-01 02:50:00,16546.22000000,16547.24000000,16544.54000000,16546.33000000,309.26629000
2023-01-01 02:55:00,16545.77000000,16549.12000000,16545.01000000,16548.19000000,177.66402000
2023-01-01 03:00:00,16548.19000000,16548.19000000,16523.34000000,16529.36000000,910.83767000
2023-01-01 03:05:00,16529.36000000,16532.86000000,16526.00000000,16530.40000000,327.23296000
2023-01-01 03:10:00,16529.97000000,16531.43000000,16526.72000000,16527.87000000,321.35150000
2023-01-01 03:15:00,16527.44000000,16530.21000000,16518.21000000,16522.52000000,600.86304000
2023-01-01 03:20:00,16522.53000000,16533.09000000,16521.81000000,16528.72000000,416.27217000
2023-01-01 03:25:00,16528.28000000,16531.30000000,16527.31000000,16529.89000000,236.24307000
2023-01-01 03:30:00,16529.89000000,16534.66000000,16526.74000000,16533.77000000,276.83240000
2023-01-01 03:35:00,16533.76000000,16537.17000000,16532.04000000,16536.83000000,242.59628000
2023-01-01 03:40:00,16536.83000000,16537.42000000,16531.55000000,16533.68000000,206.78322000
2023-01-01 03:45:00,16533.68000000,16534.92000000,16529.66000000,16532.56000000,198.81249000
2023-01-01 03:50:00,16532.56000000,16537.72000000,16529.53000000,16537.09000000,300.18477000
2023-01-01 03:55:00,16537.09000000,16537.37000000,16532.51000000,16533.04000000,204.07093000
2023-01-01 04:00:00,16533.04000000,16535.97000000,16531.60000000,16533.55000000,214.29744000
2023-01-01 04:05:00,16533.55000000,16535.30000000,16526.41000000,16527.15000000,391.74102000
2023-01-01 04:10:00,16526.74000000,16529.25000000,16524.57000000,16526.12000000,233.98809000
2023-01-01 04:15:00,16526.12000000,16530.25000000,16524.25000000,16527.43000000,327.65382000
2023-01-01 04:20:00,16527.43000000,16528.74000000,16516.49000000,16520.71000000,749.57637000
2023-01-01 04:25:00,16521.15000000,16523.53000000,16517.19000000,16518.59000000,334.10689000
2023-01-01 04:30:00,16518.31000000,16523.00000000,16517.58000000,16522.66000000,286.25888000
2023-01-01 04:35:00,16522.66000000,16525.95000000,16521.60000000,16525.58000000,280.02785000
2023-01-01 04:40:00,16525.58000000,16525.60000000,16518.62000000,16519.47000000,282.47214000
2023-01-01 04:45:00,16519.96000000,16520.51000000,16516.81000000,16517.43000000,296.49536000
2023-01-01 04:50:00,16517.43000000,16526.99000000,16516.76000000,16521.09000000,465.16791000
2023-01-01 04:55:00,16521.09000000,16522.81000000,16511.92000000,16521.85000000,423.22332000
2023-01-01 05:00:00,16522.22000000,16523.95000000,16520.09000000,16523.67000000,254.93841000
2023-01-01 05:05:00,16523.68000000,16524.00000000,16513.84000000,16514.99000000,368.88760000
2023-01-01 05:10:00,16515.28000000,16519.70000000,16512.30000000,16518.37000000,402.64459000
2023-01-01 05:15:00,16518.77000000,16521.69000000,16516.85000000,16517.59000000,328.74876000
2023-01-01 05:20:00,16517.90000000,16519.00000000,16512.31000000,16516.82000000,376.95167000
2023-01-01 05:25:00,16516.82000000,16522.66000000,16515.34000000,16521.07000000,316.41365000
2023-01-01 05:30:00,16521.42000000,16522.75000000,16516.59000000,16520.15000000,193.54652000
2023-01-01 05:35:00,16519.66000000,16521.70000000,16516.50000000,16518.16000000,187.76248000
2023-01-01 05:40:00,16517.92000000,16520.74000000,16514.79000000,16520.02000000,287.97125000
2023-01-01 05:45:00,16520.03000000,16523.90000000,16518.85000000,16522.06000000,289.08460000
2023-01-01 05:50:00,16522.06000000,16524.20000000,16519.85000000,16522.47000000,212.61128000
2023-01-01 05:55:00,16522.48000000,16534.98000000,16522.19000000,16530.71000000,497.81097000
2023-01-01 06:00:00,16530.71000000,16543.69000000,16528.81000000,16541.39000000,416.17234000
2023-01-01 06:05:00,16541.39000000,16541.43000000,16531.38000000,16538.85000000,349.35460000
2023-01-01 06:10:00,16539.25000000,16541.80000000,16535.95000000,16537.72000000,183.70625000
2023-01-01 06:15:00,16538.05000000,16549.58000000,16537.64000000,16548.41000000,315.75353000
2023-01-01 06:20:00,16548.06000000,16548.72000000,16540.86000000,16544.42000000,343.42514000
2023-01-01 06:25:00,16544.42000000,16550.00000000,16543.01000000,16544.63000000,316.97666000
2023-01-01 06:30:00,16545.02000000,16545.96000000,16538.50000000,16540.97000000,214.95157000
2023-01-01 06:35:00,16540.97000000,16542.47000000,16538.41000000,16541.27000000,228.34085000
2023-01-01 06:40:00,16541.27000000,16545.46000000,16539.96000000,16544.68000000,257.31213000
2023-01-01 06:45:00,16544.38000000,16546.93000000,16542.66000000,16543.52000000,292.79447000
2023-01-01 06:50:00,16543.52000000,16543.95000000,16538.46000000,16541.34000000,237.44661000
2023-01-01 06:55:00,16540.72000000,16541.49000000,16539.01000000,16539.79000000,188.66791000
2023-01-01 07:00:00,16539.79000000,16544.57000000,16537.68000000,16539.32000000,364.31375000
2023-01-01 07:05:00,16539.32000000,16540.36000000,16526.68000000,16534.07000000,617.38879000
2023-01-01 07:10:00,16533.65000000,16537.45000000,16522.42000000,16530.26000000,492.12411000
2023-01-01 07:15:00,16530.82000000,16530.82000000,16499.01000000,16509.91000000,889.55850000
2023-01-01 07:20:00,16510.38000000,16512.00000000,16505.87000000,16509.28000000,305.23742000
2023-01-01 07:25:00,16508.94000000,16524.82000000,16501.86000000,16522.78000000,620.93410000
2023-01-01 07:30:00,16522.28000000,16522.77000000,16514.31000000,16520.27000000,290.74311000
2023-01-01 07:35:00,16520.27000000,16522.74000000,16504.17000000,16522.28000000,386.39968000
2023-01-01 07:40:00,16522.29000000,16529.98000000,16520.42000000,16525.24000000,296.45634000
2023-01-01 07:45:00,16525.59000000,16530.91000000,16524.73000000,16527.65000000,301.91184000
2023-01-01 07:50:00,16527.65000000,16530.51000000,16520.67000000,16522.80000000,304.51876000
2023-01-01 07:55:00,16523.23000000,16532.37000000,16522.80000000,16526.19000000,315.37182000
2023-01-01 08:00:00,16525.70000000,16533.15000000,16525.11000000,16531.29000000,379.67542000
2023-01-01 08:05:00,16531.82000000,16534.03000000,16519.66000000,16522.14000000,480.25205000
2023-01-01 08:10:00,16522.14000000,16523.91000000,16516.78000000,16518.19000000,294.79899000
2023-01-01 08:15:00,16518.19000000,16524.72000000,16513.24000000,16523.87000000,430.49806000
2023-01-01 08:20:00,16523.87000000,16525.88000000,16518.60000000,16524.19000000,350.13493000
2023-01-01 08:25:00,16524.04000000,16525.00000000,16520.53000000,16523.23000000,211.04482000
2023-01-01 08:30:00,16522.83000000,16527.11000000,16520.96000000,16521.08000000,354.97319000
2023-01-01 08:35:00,16521.25000000,16521.97000000,16512.68000000,16514.50000000,363.63244000
2023-01-01 08:40:00,16514.06000000,16517.85000000,16509.30000000,16510.68000000,326.90698000
2023-01-01 08:45:00,16510.68000000,16515.41000000,16509.19000000,16514.40000000,339.85942000
2023-01-01 08:50:00,16514.42000000,16515.02000000,16508.45000000,16514.20000000,410.69891000
2023-01-01 08:55:00,16514.20000000,16517.35000000,16509.60000000,16513.34000000,329.44502000
2023-01-01 09:00:00,16513.33000000,16514.99000000,16508.79000000,16509.34000000,328.10787000
2023-01-01 09:05:00,16509.34000000,16512.08000000,16505.20000000,16510.62000000,398.65323000
2023-01-01 09:10:00,16510.22000000,16515.23000000,16509.02000000,16514.75000000,277.45756000
2023-01-01 09:15:00,16515.11000000,16517.53000000,16511.96000000,16515.56000000,313.79527000
2023-01-01 09:20:00,16515.92000000,16521.04000000,16514.31000000,16520.20000000,339.17114000
2023-01-01 09:25:00,16520.20000000,16522.63000000,16513.87000000,16514.23000000,346.28233000
2023-01-01 09:30:00,16514.64000000,16521.94000000,16514.22000000,16521.37000000,247.94846000
2023-01-01 09:35:00,16521.30000000,16523.12000000,16520.38000000,16520.99000000,161.26985000
2023-01-01 09:40:00,16520.99000000,16533.12000000,16520.50000000,16531.85000000,474.33296000
2023-01-01 09:45:00,16531.85000000,16533.28000000,16525.62000000,16532.40000000,332.06128000
2023-01-01 09:50:00,16532.40000000,16537.92000000,16531.37000000,16536.36000000,398.13586000
2023-01-01 09:55:00,16536.36000000,16542.49000000,16532.82000000,16537.88000000,483.53468000
2023-01-01 10:00:00,16538.32000000,16539.09000000,16533.53000000,16535.00000000,371.68193000
2023-01-01 10:05:00,16535.37000000,16538.48000000,16533.42000000,16534.36000000,399.54094000
2023-01-01 10:10:00,16534.86000000,16543.14000000,16534.16000000,16542.85000000,407.83227000
2023-01-01 10:15:00,16542.60000000,16546.49000000,16540.53000000,16541.94000000,383.62162000
2023-01-01 10:20:00,16541.94000000,16546.47000000,16539.98000000,16545.38000000,212.37845000
2023-01-01 10:25:00,16545.70000000,16547.38000000,16542.23000000,16544.07000000,205.48732000
2023-01-01 10:30:00,16543.69000000,16544.75000000,16536.25000000,16538.25000000,372.95114000
2023-01-01 10:35:00,16538.25000000,16540.26000000,16533.79000000,16536.36000000,353.06640000
2023-01-01 10:40:00,16536.68000000,16539.83000000,16534.37000000,16539.58000000,244.77048000
2023-01-01 10:45:00,16539.83000000,16541.77000000,16538.34000000,16539.86000000,186.23897000
2023-01-01 10:50:00,16539.86000000,16542.38000000,16538.12000000,16542.16000000,273.98316000
2023-01-01 10:55:00,16541.73000000,16548.71000000,16539.75000000,16548.34000000,392.21348000
2023-01-01 11:00:00,16547.98000000,16551.29000000,16545.50000000,16545.95000000,338.09599000
2023-01-01 11:05:00,16546.28000000,16551.65000000,16545.05000000,16549.45000000,360.81813000
2023-01-01 11:10:00,16549.16000000,16552.67000000,16546.45000000,16547.92000000,304.73458000
2023-01-01 11:15:00,16547.56000000,16547.96000000,16540.20000000,16543.33000000,279.01553000
2023-01-01 11:20:00,16543.31000000,16547.49000000,16541.33000000,16546.11000000,265.07339000
2023-01-01 11:25:00,16546.11000000,16546.80000000,16542.02000000,16544.56000000,281.46856000
2023-01-01 11:30:00,16544.56000000,16548.41000000,16542.14000000,16546.61000000,349.90553000
2023-01-01 11:35:00,16546.25000000,16550.66000000,16545.67000000,16549.41000000,287.66949000
2023-01-01 11:40:00,16549.41000000,16552.03000000,16548.94000000,16550.95000000,285.33232000
2023-01-01 11:45:00,16550.59000000,16554.47000000,16547.90000000,16549.61000000,371.76792000
2023-01-01 11:50:00,16549.61000000,16550.60000000,16547.51000000,16549.35000000,206.17884000
2023-01-01 11:55:00,16549.10000000,16557.00000000,16548.81000000,16556.66000000,409.46985000
2023-01-01 12:00:00,16556.66000000,16563.15000000,16554.91000000,16562.56000000,399.89826000
2023-01-01 12:05:00,16562.56000000,16563.16000000,16548.58000000,16551.88000000,472.06672000
2023-01-01 12:10:00,16551.88000000,16572.42000000,16549.72000000,16564.36000000,588.31059000
2023-01-01 12:15:00,16564.37000000,16570.06000000,16560.70000000,16561.28000000,340.19434000
2023-01-01 12:20:00,16561.59000000,16562.85000000,16557.63000000,16560.32000000,268.16625000
2023-01-01 12:25:00,16560.00000000,16569.63000000,16557.08000000,16564.27000000,494.64636000
2023-01-01 12:30:00,16564.06000000,16572.94000000,16556.27000000,16559.44000000,408.96909000
2023-01-01 12:35:00,16558.99000000,16560.00000000,16556.08000000,16556.25000000,190.60728000
2023-01-01 12:40:00,16556.25000000,16558.06000000,16555.00000000,16556.92000000,234.44573000
2023-01-01 12:45:00,16556.92000000,16562.46000000,16555.20000000,16561.98000000,266.44225000
2023-01-01 12:50:00,16561.61000000,16562.99000000,16558.34000000,16560.92000000,242.69100000
2023-01-01 12:55:00,16560.92000000,16562.99000000,16559.35000000,16560.93000000,244.04777000
2023-01-01 13:00:00,16561.29000000,16566.69000000,16560.91000000,16566.26000000,268.18095000
2023-01-01 13:05:00,16565.96000000,16567.26000000,16560.50000000,16561.68000000,334.97845000
2023-01-01 13:10:00,16561.81000000,16562.70000000,16550.36000000,16554.25000000,541.99601000
2023-01-01 13:15:00,16554.24000000,16555.38000000,16541.27000000,16548.47000000,633.22890000
2023-01-01 13:20:00,16548.55000000,16549.86000000,16546.93000000,16548.15000000,182.55755000
2023-01-01 13:25:00,16548.43000000,16550.97000000,16546.08000000,16550.92000000,226.95651000
2023-01-01 13:30:00,16550.92000000,16552.00000000,16545.79000000,16547.32000000,292.75760000
2023-01-01 13:35:00,16547.32000000,16547.78000000,16539.05000000,16541.64000000,705.86338000
2023-01-01 13:40:00,16541.64000000,16547.81000000,16540.21000000,16542.55000000,413.72756000
2023-01-01 13:45:00,16542.55000000,16546.58000000,16539.90000000,16545.28000000,287.99569000
2023-01-01 13:50:00,16545.28000000,16548.54000000,16543.00000000,16547.81000000,256.54684000
2023-01-01 13:55:00,16547.39000000,16549.04000000,16545.64000000,16548.04000000,234.89259000
2023-01-01 14:00:00,16547.61000000,16553.73000000,16546.70000000,16552.15000000,336.64470000
2023-01-01 14:05:00,16552.15000000,16553.99000000,16545.34000000,16545.79000000,308.36920000
2023-01-01 14:10:00,16545.79000000,16554.63000000,16545.75000000,16553.11000000,336.47762000
2023-01-01 14:15:00,16553.56000000,16555.50000000,16552.59000000,16555.25000000,249.06970000
2023-01-01 14:20:00,16555.25000000,16555.88000000,16553.41000000,16553.77000000,160.75030000
2023-01-01 14:25:00,16554.11000000,16558.19000000,16553.13000000,16556.53000000,240.39299000
2023-01-01 14:30:00,16556.15000000,16558.56000000,16555.60000000,16557.22000000,181.38539000
2023-01-01 14:35:00,16557.22000000,16557.25000000,16551.46000000,16553.06000000,209.90258000
2023-01-01 14:40:00,16552.71000000,16553.25000000,16546.83000000,16548.00000000,309.02722000
2023-01-01 14:45:00,16547.67000000,16552.18000000,16545.20000000,16550.56000000,341.77728000
2023-01-01 14:50:00,16550.96000000,16552.98000000,16548.46000000,16548.46000000,278.26186000
2023-01-01 14:55:00,16548.62000000,16549.00000000,16540.85000000,16542.94000000,342.93209000
2023-01-01 15:00:00,16542.94000000,16546.32000000,16542.45000000,16544.98000000,235.42004000
2023-01-01 15:05:00,16544.50000000,16549.29000000,16542.98000000,16547.26000000,304.82117000
2023-01-01 15:10:00,16547.26000000,16549.78000000,16546.68000000,16549.57000000,211.21213000
2023-01-01 15:15:00,16549.57000000,16549.66000000,16547.00000000,16547.64000000,196.57368000
2023-01-01 15:20:00,16547.29000000,16548.08000000,16536.00000000,16539.52000000,464.70323000
2023-01-01 15:25:00,16539.35000000,16544.00000000,16533.68000000,16542.89000000,354.88785000
2023-01-01 15:30:00,16543.28000000,16546.07000000,16542.00000000,16545.28000000,209.64655000
2023-01-01 15:35:00,16544.84000000,16545.62000000,16543.31000000,16544.13000000,131.28405000
2023-01-01 15:40:00,16544.35000000,16549.14000000,16544.11000000,16548.82000000,201.06301000
2023-01-01 15:45:00,16549.13000000,16552.14000000,16545.47000000,16547.11000000,248.25826000
2023-01-01 15:50:00,16547.11000000,16548.87000000,16545.02000000,16546.06000000,261.98869000
2023-01-01 15:55:00,16546.06000000,16559.99000000,16545.51000000,16558.73000000,401.07370000
2023-01-01 16:00:00,16558.73000000,16584.66000000,16558.00000000,16563.20000000,1037.34710000
2023-01-01 16:05:00,16563.20000000,16571.46000000,16562.00000000,16566.95000000,388.74309000
2023-01-01 16:10:00,16566.95000000,16567.34000000,16558.27000000,16562.45000000,313.49433000
2023-01-01 16:15:00,16562.45000000,16572.88000000,16562.45000000,16572.27000000,420.21285000
2023-01-01 16:20:00,16572.72000000,16572.72000000,16564.51000000,16570.86000000,292.56752000
2023-01-01 16:25:00,16571.31000000,16579.46000000,16568.64000000,16577.68000000,460.13373000
2023-01-01 16:30:00,16578.16000000,16584.30000000,16572.18000000,16579.27000000,420.61134000
2023-01-01 16:35:00,16579.27000000,16581.04000000,16572.59000000,16573.16000000,288.37481000
2023-01-01 16:40:00,16573.16000000,16573.78000000,16559.56000000,16566.21000000,444.74443000
2023-01-01 16:45:00,16565.74000000,16573.60000000,16563.20000000,16569.80000000,308.48771000
2023-01-01 16:50:00,16569.66000000,16570.56000000,16561.32000000,16562.83000000,205.45756000
2023-01-01 16:55:00,16562.52000000,16569.65000000,16562.11000000,16565.14000000,381.95788000
2023-01-01 17:00:00,16565.13000000,16571.15000000,16562.51000000,16567.23000000,367.78219000
2023-01-01 17:05:00,16567.23000000,16572.00000000,16564.56000000,16570.85000000,327.74891000
2023-01-01 17:10:00,16571.08000000,16571.38000000,16565.87000000,16570.23000000,223.56723000
2023-01-01 17:15:00,16570.23000000,16580.00000000,16569.13000000,16577.08000000,496.80473000
2023-01-01 17:20:00,16576.58000000,16591.00000000,16575.67000000,16586.49000000,716.38317000
2023-01-01 17:25:00,16586.49000000,16596.64000000,16580.60000000,16582.65000000,724.85267000
2023-01-01 17:30:00,16582.65000000,16589.52000000,16574.39000000,16575.66000000,391.22404000
2023-01-01 17:35:00,16575.66000000,16579.80000000,16572.11000000,16578.03000000,277.47405000
2023-01-01 17:40:00,16578.03000000,16585.56000000,16576.90000000,16584.08000000,300.71105000
2023-01-01 17:45:00,16584.56000000,16586.50000000,16577.96000000,16580.86000000,294.89598000
2023-01-01 17:50:00,16580.85000000,16585.92000000,16576.34000000,16576.64000000,372.27538000
2023-01-01 17:55:00,16576.64000000,16582.37000000,16576.35000000,16578.85000000,220.68414000
2023-01-01 18:00:00,16579.25000000,16600.00000000,16578.85000000,16595.81000000,626.99721000
2023-01-01 18:05:00,16594.90000000,16602.64000000,16589.51000000,16595.75000000,520.69383000
2023-01-01 18:10:00,16595.27000000,16603.89000000,16588.03000000,16593.29000000,536.11804000
2023-01-01 18:15:00,16592.74000000,16595.87000000,16587.49000000,16589.52000000,245.86661000
2023-01-01 18:20:00,16589.15000000,16595.28000000,16587.02000000,16593.33000000,260.94457000
2023-01-01 18:25:00,16592.88000000,16594.91000000,16589.25000000,16594.11000000,205.07243000
2023-01-01 18:30:00,16593.68000000,16598.77000000,16589.52000000,16598.61000000,341.44387000
2023-01-01 18:35:00,16598.15000000,16599.34000000,16591.82000000,16596.35000000,291.68261000
2023-01-01 18:40:00,16596.34000000,16599.00000000,16594.44000000,16596.10000000,253.03816000
2023-01-01 18:45:00,16596.10000000,16598.10000000,16586.20000000,16587.51000000,315.76787000
2023-01-01 18:50:00,16586.95000000,16594.19000000,16586.93000000,16590.92000000,319.84680000
2023-01-01 18:55:00,16590.57000000,16592.58000000,16586.55000000,16591.88000000,228.90045000
2023-01-01 19:00:00,16591.35000000,16603.49000000,16591.34000000,16596.95000000,413.42768000
2023-01-01 19:05:00,16596.95000000,16606.80000000,16596.56000000,16601.28000000,303.46056000
2023-01-01 19:10:00,16601.28000000,16607.80000000,16599.19000000,16606.72000000,379.39801000
2023-01-01 19:15:00,16607.39000000,16619.65000000,16601.47000000,16613.23000000,794.57645000
2023-01-01 19:20:00,16612.77000000,16614.66000000,16602.68000000,16607.66000000,310.51659000
2023-01-01 19:25:00,16607.33000000,16623.65000000,16606.55000000,16618.35000000,447.64661000
2023-01-01 19:30:00,16617.84000000,16622.91000000,16610.00000000,16614.71000000,422.28918000
2023-01-01 19:35:00,16614.28000000,16621.41000000,16612.87000000,16618.46000000,209.07947000
2023-01-01 19:40:00,16618.87000000,16623.17000000,16613.34000000,16614.28000000,280.45740000
2023-01-01 19:45:00,16614.28000000,16614.94000000,16604.31000000,16607.08000000,363.25297000
2023-01-01 19:50:00,16606.61000000,16611.02000000,16603.49000000,16603.49000000,297.77342000
2023-01-01 19:55:00,16603.86000000,16605.56000000,16592.76000000,16603.08000000,487.86189000
2023-01-01 20:00:00,16603.53000000,16609.32000000,16600.55000000,16608.44000000,406.05136000
2023-01-01 20:05:00,16608.73000000,16610.23000000,16601.78000000,16602.13000000,288.32380000
2023-01-01 20:10:00,16602.82000000,16612.21000000,16601.98000000,16607.96000000,392.70515000
2023-01-01 20:15:00,16607.96000000,16615.35000000,16607.91000000,16614.03000000,378.03183000
2023-01-01 20:20:00,16614.47000000,16624.08000000,16610.54000000,16620.86000000,390.22923000
2023-01-01 20:25:00,16620.86000000,16628.00000000,16613.03000000,16616.08000000,452.75047000
2023-01-01 20:30:00,16616.08000000,16624.19000000,16613.93000000,16619.86000000,307.85527000
2023-01-01 20:35:00,16620.28000000,16623.13000000,16615.41000000,16616.98000000,285.68083000
2023-01-01 20:40:00,16616.12000000,16621.25000000,16607.93000000,16609.34000000,368.76306000
2023-01-01 20:45:00,16609.89000000,16611.14000000,16605.00000000,16609.14000000,332.39341000
2023-01-01 20:50:00,16609.66000000,16614.25000000,16608.28000000,16608.57000000,227.91774000
2023-01-01 20:55:00,16608.96000000,16609.60000000,16601.04000000,16604.51000000,358.35103000
2023-01-01 21:00:00,16604.51000000,16608.31000000,16596.87000000,16598.31000000,406.60127000
2023-01-01 21:05:00,16598.31000000,16604.15000000,16592.63000000,16593.73000000,423.74576000
2023-01-01 21:10:00,16593.73000000,16600.60000000,16593.25000000,16596.03000000,360.61810000
2023-01-01 21:15:00,16595.56000000,16605.47000000,16595.44000000,16603.90000000,264.91203000
2023-01-01 21:20:00,16603.90000000,16605.00000000,16598.90000000,16599.68000000,217.71822000
2023-01-01 21:25:00,16600.11000000,16603.00000000,16598.47000000,16601.35000000,254.65597000
2023-01-01 21:30:00,16601.80000000,16602.22000000,16596.99000000,16597.48000000,224.02803000
2023-01-01 21:35:00,16597.48000000,16605.52000000,16597.00000000,16603.19000000,376.29564000
2023-01-01 21:40:00,16603.19000000,16604.04000000,16599.67000000,16600.96000000,249.18119000
2023-01-01 21:45:00,16601.33000000,16605.11000000,16600.00000000,16604.17000000,285.59116000
2023-01-01 21:50:00,16603.75000000,16608.42000000,16603.11000000,16608.05000000,256.49462000
2023-01-01 21:55:00,16607.69000000,16608.83000000,16603.99000000,16606.68000000,336.93605000
2023-01-01 22:00:00,16607.02000000,16613.85000000,16606.53000000,16611.63000000,315.28584000
2023-01-01 22:05:00,16611.63000000,16612.15000000,16605.27000000,16605.84000000,287.83670000
2023-01-01 22:10:00,16605.55000000,16605.95000000,16595.73000000,16597.67000000,373.50741000
2023-01-01 22:15:00,16597.67000000,16598.70000000,16586.24000000,16593.62000000,450.27244000
2023-01-01 22:20:00,16593.62000000,16600.99000000,16593.23000000,16596.97000000,241.12373000
2023-01-01 22:25:00,16596.97000000,16597.80000000,16594.06000000,16595.55000000,217.42516000
2023-01-01 22:30:00,16595.55000000,16598.14000000,16592.24000000,16592.73000000,202.21426000
2023-01-01 22:35:00,16592.53000000,16596.39000000,16592.52000000,16594.10000000,274.83142000
2023-01-01 22:40:00,16594.10000000,16600.62000000,16592.88000000,16599.89000000,383.26627000
2023-01-01 22:45:00,16600.26000000,16601.17000000,16595.37000000,16598.56000000,269.25038000
2023-01-01 22:50:00,16598.98000000,16602.97000000,16595.08000000,16596.78000000,487.90098000
2023-01-01 22:55:00,16596.23000000,16602.85000000,16593.03000000,16602.12000000,187.28202000
2023-01-01 23:00:00,16602.39000000,16603.83000000,16600.94000000,16601.74000000,172.68144000
2023-01-01 23:05:00,16602.29000000,16617.03000000,16600.80000000,16615.74000000,374.83100000
2023-01-01 23:10:00,16615.74000000,16625.00000000,16615.24000000,16617.96000000,487.37153000
2023-01-01 23:15:00,16617.71000000,16621.97000000,16612.08000000,16616.86000000,276.04797000
2023-01-01 23:20:00,16617.06000000,16621.00000000,16614.10000000,16616.78000000,247.32603000
2023-01-01 23:25:00,16616.78000000,16617.41000000,16604.65000000,16608.60000000,319.96858000
2023-01-01 23:30:00,16608.00000000,16619.20000000,16608.00000000,16613.18000000,380.79702000
2023-01-01 23:35:00,16613.18000000,16613.77000000,16602.61000000,16610.15000000,398.51811000
2023-01-01 23:40:00,16610.64000000,16616.73000000,16607.64000000,16609.04000000,369.67497000
2023-01-01 23:45:00,16608.57000000,16609.05000000,16603.31000000,16604.82000000,228.21337000
2023-01-01 23:50:00,16605.23000000,16611.35000000,16604.27000000,16609.80000000,220.47890000
2023-01-01 23:55:00,16609.48000000,16621.44000000,16609.19000000,16616.75000000,370.70603000
2023-01-02 00:00:00,16617.17000000,16624.87000000,16616.75000000,16620.23000000,380.81054000
2023-01-02 00:05:00,16620.23000000,16629.05000000,16615.53000000,16618.12000000,480.00633000
2023-01-02 00:10:00,16618.12000000,16619.85000000,16610.03000000,16612.62000000,315.06587000
2023-01-02 00:15:00,16612.62000000,16614.43000000,16598.30000000,16599.38000000,374.45420000
2023-01-02 00:20:00,16599.38000000,16602.35000000,16596.01000000,16599.77000000,333.57696000
2023-01-02 00:25:00,16599.77000000,16602.85000000,16587.82000000,16588.45000000,426.31149000
2023-01-02 00:30:00,16588.45000000,16598.04000000,16584.41000000,16595.65000000,479.11370000
2023-01-02 00:35:00,16595.99000000,16599.35000000,16585.14000000,16587.28000000,308.43881000
2023-01-02 00:40:00,16587.67000000,16594.00000000,16584.53000000,16593.31000000,344.10068000
